_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,if_you_had_difficulties_answering_these_questions_please_explain_here_why,speaker_a__is_selfcentered,speaker_a_gives_up_his_position_in_the_negotiation,speaker_a_is_demanding,speaker_a_likes_affordable_restaurants,speaker_a_makes_concessions_in_the_negotiation,speaker_a_presses_his_position_in_the_negotiation,speaker_a_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant,speaker_a_takes_the_initiative_in_the_negotiation,speaker_a_takes_the_lead_in_the_negotiation,speaker_b_gives_up_his_position_in_the_negotiation,speaker_b_is_demanding,speaker_b_is_selfcentered,speaker_b_likes_chinese_restaurants,speaker_b_makes_concessions_in_the_negotiation,speaker_b_presses_his_position_in_the_negotiation,speaker_b_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant,speaker_b_takes_the_initiative_in_the_negotiation,speaker_b_takes_the_lead_in_the_negotiation,content,if_you_had_difficulties_answering_these_questions_please_explain_here_why_gold,speaker_a__is_selfcentered_gold,speaker_a_gives_up_his_position_in_the_negotiation_gold,speaker_a_is_demanding_gold,speaker_a_likes_affordable_restaurants_gold,speaker_a_makes_concessions_in_the_negotiation_gold,speaker_a_presses_his_position_in_the_negotiation_gold,speaker_a_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant_gold,speaker_a_takes_the_initiative_in_the_negotiation_gold,speaker_a_takes_the_lead_in_the_negotiation_gold,speaker_b_gives_up_his_position_in_the_negotiation_gold,speaker_b_is_demanding_gold,speaker_b_is_selfcentered_gold,speaker_b_likes_chinese_restaurants_gold,speaker_b_makes_concessions_in_the_negotiation_gold,speaker_b_presses_his_position_in_the_negotiation_gold,speaker_b_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant_gold,speaker_b_takes_the_initiative_in_the_negotiation_gold,speaker_b_takes_the_lead_in_the_negotiation_gold
1168713988,3/1/2017 15:25:33,2407699327,3/1/2017 15:21:49,false,gifthulk,0.3222,31714628,USA,FL,Spring Hill,173.168.223.3,,4,1,3,1,3,4,4,2,2,5,3,2,1,4,4,5,2,5,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:25:59,2407699661,3/1/2017 15:24:40,false,neodev,0.3472,11102360,USA,GA,Grayson,76.17.48.238,,3,3,4,3,2,4,3,5,5,3,2,2,2,4,4,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:26:29,2407700100,3/1/2017 15:25:02,false,instagc,0.3399,35903629,GBR,V7,Irvine,2.126.88.138,,3,4,2,1,4,3,4,4,3,4,3,3,1,4,2,3,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:27:43,2407700990,3/1/2017 15:25:40,false,instagc,0.3642,13901063,USA,MD,Sykesville,73.191.100.51,,3,1,4,1,1,5,2,2,4,4,2,2,1,5,3,4,4,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:28:32,2407701593,3/1/2017 15:27:23,false,clixsense,0.2661,24835873,GBR,"","",79.76.99.49,,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:30:28,2407702983,3/1/2017 15:28:19,false,clixsense,0.3556,6498263,CAN,NB,Moncton,99.252.1.198,,4,1,5,5,1,4,2,2,4,5,2,2,1,5,2,4,2,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:30:32,2407703018,3/1/2017 15:26:24,false,neodev,0.3333,40290721,USA,CA,San Jose,23.27.248.146,,4,2,4,2,2,4,3,4,4,4,4,3,2,4,4,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:31:12,2407703488,3/1/2017 15:25:21,false,elite,0.3763,29768955,GBR,H2,Lancaster,81.157.144.233,,4,4,4,1,4,4,4,2,4,2,2,4,1,4,2,4,2,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:31:36,2407703845,3/1/2017 15:29:28,false,neodev,0.2657,11291592,USA,MI,Taylor,99.170.106.105,,2,2,3,4,3,3,3,4,4,4,3,3,3,4,3,3,3,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:31:53,2407704046,3/1/2017 15:29:35,false,clixsense,0.2662,28335646,GBR,E6,Gloucester,90.255.69.176,,5,1,5,1,1,5,1,4,5,5,1,1,1,1,2,5,1,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:32:03,2407704164,3/1/2017 15:30:18,false,instagc,0.4467,34824899,USA,CA,"",75.104.69.134,,4,2,4,1,3,4,2,4,4,4,2,2,1,4,2,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:33:34,2407705202,3/1/2017 15:31:55,false,prizerebel,0.3333,37060395,CAN,AB,Calgary,184.69.203.18,,4,1,5,2,2,5,2,5,5,5,2,3,2,5,3,4,2,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:34:28,2407705840,3/1/2017 15:30:39,false,neodev,0.4259,20306047,GBR,C3,Huntingdon,79.68.56.121,,4,2,4,1,2,4,3,4,5,4,3,2,1,3,4,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:41:17,2407711225,3/1/2017 15:39:22,false,bitcoinget,0.4246,40462112,USA,TX,Dallas,142.0.194.180,,4,2,4,2,4,4,2,4,4,4,2,2,2,2,2,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:45:24,2407714541,3/1/2017 15:42:25,false,prodege,0.387,38202325,USA,"","",98.13.80.215,,4,2,4,2,3,4,4,5,4,4,2,2,1,5,4,5,2,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
1168713988,3/1/2017 15:51:25,2407719486,3/1/2017 15:42:33,false,prodege,0.3685,40054544,CAN,ON,Welland,173.238.42.97,,4,2,5,2,2,2,2,2,4,4,2,2,4,4,2,4,4,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""I don't like affordable restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""What kind of atmosphere do you like?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go",,,,,,,,,,,,,,,,,,,
